trade_date,code,side,shares,price,value,fee
20250613,512100.SH,BUY,61400,2.4844968,152548.10352,45.764431056
20250616,512100.SH,SELL,120000,2.4505098000000003,294061.17600000004,88.2183528
20250618,512100.SH,SELL,417200,2.4685061999999998,1029860.78664,308.95823599199997
20250619,512100.SH,BUY,46900,2.4624924,115490.89356,34.647268067999995
20250620,512100.SH,SELL,46900,2.4335132,114131.76908000001,34.239530724
20250624,512100.SH,BUY,151500,2.4494898,371097.7047,111.32931140999999
20250625,512100.SH,BUY,174400,2.4964992,435389.46048,130.61683814399998
20250626,512100.SH,BUY,241200,2.5285056,609875.5507199999,182.96266521599998
20250630,512100.SH,SELL,83500,2.5324934,211463.1989,63.43895966999999
20250702,512100.SH,SELL,98200,2.5624874,251636.26268,75.490878804
20250704,512100.SH,SELL,97600,2.54949,248830.22400000002,74.6490672
20250707,512100.SH,SELL,135400,2.5424914000000003,344253.33556000004,103.276000668
20250708,512100.SH,BUY,79700,2.5495098,203195.93106,60.958779318
20250709,512100.SH,BUY,46600,2.5885176,120624.92016,36.18747604799999
20250710,512100.SH,BUY,162800,2.5775154,419619.50711999997,125.88585213599998
20250711,512100.SH,BUY,80300,2.585517,207617.0151,62.28510452999999
20250714,512100.SH,BUY,44900,2.6115222,117257.34678,35.177204034
20250716,512100.SH,SELL,104700,2.5984802000000005,272060.87694000005,81.61826308200001
20250718,512100.SH,BUY,40900,2.6415281999999998,108038.50338,32.411551014
20250721,512100.SH,BUY,93400,2.6465292,247185.82727999997,74.15574818399999
20250722,512100.SH,BUY,96800,2.670534,258507.6912,77.55230736
20250723,512100.SH,BUY,110700,2.685537,297288.9459,89.18668376999999
20250724,512100.SH,SELL,49800,2.6714656000000003,133038.98688,39.911696064
20250725,512100.SH,SELL,94800,2.7114576,257046.18048,77.113854144
20250728,512100.SH,SELL,305400,2.7084582,827163.13428,248.148940284
20250729,512100.SH,SELL,107600,2.7114576,291752.83776,87.525851328
20250730,512100.SH,SELL,121600,2.7354528000000005,332631.06048000004,99.789318144
20250731,512100.SH,BUY,114300,2.7065411999999998,309357.65916,92.80729774799998
